Word ,Context. diversity,Freq. per million,Word Form,Coverage
2055,33.8%,101.1,gloria,84.2%
2056,33.8%,84.0,primo,84.2%
2057,33.8%,44.8,entrevista,84.2%
2058,33.8%,44.7,entere,84.3%
2059,33.8%,36.4,sufrir,84.3%
2060,33.8%,35.5,hablaste,84.3%
2061,33.8%,34.9,andaba,84.3%
2062,33.8%,30.6,baile,84.3%
2063,33.8%,28.8,explicación,84.3%
2064,33.8%,26.1,agarra,84.3%
2065,33.8%,23.6,buscarlo,84.3%
2066,33.8%,22.5,ponerse,84.3%
2067,33.8%,20.9,punta,84.3%
2068,33.8%,20.0,internacional,84.3%
2069,33.8%,19.3,libros,84.3%
2070,33.8%,18.9,existen,84.3%
2071,33.8%,18.7,corriente,84.3%
2072,33.8%,17.8,uso,84.3%
2073,33.8%,17.1,serás,84.3%
2074,33.8%,16.6,pegado,84.3%
2075,33.8%,16.5,figura,84.3%
2076,33.8%,16.0,naturaleza,84.3%
2077,33.8%,15.4,sentado,84.3%
2078,33.5%,68.0,blanca,84.3%
2079,33.5%,55.4,chiquita,84.3%
2080,33.5%,54.6,operación,84.3%
2081,33.5%,50.2,informe,84.3%
2082,33.5%,49.0,pista,84.3%
2083,33.5%,43.1,ando,84.3%
2084,33.5%,42.3,pistola,84.3%
2085,33.5%,41.5,mercado,84.3%
2086,33.5%,36.6,imaginas,84.3%
2087,33.5%,30.3,condición,84.3%
2088,33.5%,30.0,cine,84.3%
2089,33.5%,29.2,humor,84.3%
2090,33.5%,28.9,denuncia,84.4%
2091,33.5%,27.5,veremos,84.4%
2092,33.5%,25.5,calidad,84.4%
2093,33.5%,25.2,supiera,84.4%
2094,33.5%,24.5,temas,84.4%
2095,33.5%,24.5,gratis,84.4%
2096,33.5%,24.4,quedaste,84.4%
2097,33.5%,23.8,pobres,84.4%
2098,33.5%,23.3,pasos,84.4%
2099,33.5%,22.6,serie,84.4%
2100,33.5%,22.2,excusa,84.4%
2101,33.5%,21.8,especialmente,84.4%
2102,33.5%,21.6,termino,84.4%
2103,33.5%,20.4,claramente,84.4%
2104,33.5%,18.7,quienes,84.4%
2105,33.5%,18.3,pierna,84.4%
2106,33.5%,15.9,mayores,84.4%
2107,33.2%,99.5,chao,84.4%
2108,33.2%,77.2,madres,84.4%
2109,33.2%,49.1,alegra,84.4%
2110,33.2%,30.9,sombra,84.4%
2111,33.2%,28.4,convencer,84.4%
2112,33.2%,28.1,carga,84.4%
2113,33.2%,25.7,costa,84.4%
2114,33.2%,25.1,robó,84.4%
2115,33.2%,25.1,reglas,84.4%
2116,33.2%,24.9,pertenece,84.4%
2117,33.2%,24.8,olvídate,84.4%
2118,33.2%,24.2,local,84.4%
2119,33.2%,23.5,maravillosa,84.4%
2120,33.2%,22.7,compra,84.4%
2121,33.2%,22.7,detener,84.4%
2122,33.2%,21.2,terminé,84.4%
2123,33.2%,21.0,saludar,84.4%
2124,33.2%,19.5,limpia,84.4%
2125,33.2%,17.6,últimas,84.4%
2126,33.2%,17.1,pases,84.5%
2127,33.2%,17.0,parecido,84.5%
2128,33.2%,16.8,llames,84.5%
2129,33.2%,13.7,prohibido,84.5%
2130,33.0%,100.1,ma,84.5%
2131,33.0%,48.7,aeropuerto,84.5%
2132,33.0%,36.3,proteger,84.5%
2133,33.0%,34.6,responder,84.5%
2134,33.0%,33.9,testigo,84.5%
2135,33.0%,31.6,oyes,84.5%
2136,33.0%,31.2,saque,84.5%
2137,33.0%,30.7,encerrado,84.5%
2138,33.0%,30.4,tonterías,84.5%
2139,33.0%,29.0,nervios,84.5%
2140,33.0%,28.7,familiares,84.5%
2141,33.0%,28.4,señoras,84.5%
2142,33.0%,27.2,declaración,84.5%
2143,33.0%,26.2,dijera,84.5%
2144,33.0%,23.8,entrando,84.5%
2145,33.0%,23.1,acabe,84.5%
2146,33.0%,22.5,muera,84.5%
2147,33.0%,21.5,peores,84.5%
2148,33.0%,20.3,desgracia,84.5%
2149,33.0%,20.2,intenté,84.5%
2150,33.0%,20.0,falso,84.5%
2151,33.0%,19.9,tendrías,84.5%
2152,33.0%,18.8,robado,84.5%
2153,33.0%,18.2,echa,84.5%
2154,33.0%,16.7,vives,84.5%
2155,32.7%,51.9,gato,84.5%
2156,32.7%,46.3,trago,84.5%
2157,32.7%,38.7,enteré,84.5%
2158,32.7%,38.6,cartas,84.5%
2159,32.7%,37.1,virgen,84.6%
2160,32.7%,36.7,entendiendo,84.6%
2161,32.7%,32.9,abra,84.6%
2162,32.7%,32.7,deuda,84.6%
2163,32.7%,32.3,camión,84.6%
2164,32.7%,29.5,pare,84.6%
2165,32.7%,28.4,salvo,84.6%
2166,32.7%,27.5,arreglo,84.6%
2167,32.7%,27.3,silla,84.6%
2168,32.7%,27.1,detenido,84.6%
2169,32.7%,26.8,encuentre,84.6%
2170,32.7%,26.4,hogar,84.6%
2171,32.7%,24.6,pieza,84.6%
2172,32.7%,24.4,millón,84.6%
2173,32.7%,24.2,comenzar,84.6%
2174,32.7%,24.1,pesadilla,84.6%
2175,32.7%,23.5,controlar,84.6%
2176,32.7%,23.0,devolver,84.6%
2177,32.7%,22.9,pasión,84.6%
2178,32.7%,21.4,coge,84.6%
2179,32.7%,21.0,gritar,84.6%
2180,32.7%,20.5,crecer,84.6%
2181,32.7%,20.2,opciones,84.6%
2182,32.7%,20.0,humanos,84.6%
2183,32.7%,19.8,dedos,84.6%
2184,32.7%,19.8,efectivamente,84.6%
2185,32.7%,17.3,luces,84.6%
2186,32.7%,13.6,costado,84.6%
2187,32.7%,12.4,podían,84.6%
2188,32.7%,11.9,distintas,84.6%
2189,32.4%,335.0,patrón,84.7%
2190,32.4%,65.6,junta,84.7%
2191,32.4%,54.6,juicio,84.7%
2192,32.4%,51.8,maldito,84.7%
2193,32.4%,49.3,cosita,84.7%
2194,32.4%,44.8,escándalo,84.7%
2195,32.4%,41.6,estúpida,84.7%
2196,32.4%,40.6,bomba,84.7%
2197,32.4%,39.9,fútbol,84.7%
2198,32.4%,31.0,agradecer,84.7%
2199,32.4%,29.7,derechos,84.7%
2200,32.4%,29.2,alcohol,84.7%
2201,32.4%,28.0,carretera,84.7%
2202,32.4%,26.7,discutir,84.7%
2203,32.4%,26.6,seguros,84.7%
2204,32.4%,25.7,herido,84.7%
2205,32.4%,25.3,apellido,84.7%
2206,32.4%,24.9,veamos,84.7%
2207,32.4%,24.8,cien,84.7%
2208,32.4%,24.6,tratado,84.7%
2209,32.4%,23.4,médicos,84.7%
2210,32.4%,22.0,sacamos,84.7%
2211,32.4%,21.8,seguido,84.7%
2212,32.4%,19.6,olvides,84.7%
2213,32.4%,19.6,darnos,84.7%
2214,32.4%,18.1,diario,84.7%
2215,32.4%,17.8,b,84.7%
2216,32.4%,17.7,vaso,84.7%
2217,32.4%,17.6,pon,84.7%
2218,32.4%,17.5,beber,84.7%
2219,32.4%,17.5,impresionante,84.7%
2220,32.4%,17.3,puestos,84.7%
2221,32.4%,17.2,empezaron,84.7%
2222,32.4%,14.8,anterior,84.7%
2223,32.4%,14.8,duerme,84.8%
2224,32.2%,105.1,capitán,84.8%
2225,32.2%,53.1,sr,84.8%
2226,32.2%,51.9,negra,84.8%
2227,32.2%,51.7,profesor,84.8%
2228,32.2%,49.1,diablo,84.8%
2229,32.2%,45.1,perdonar,84.8%
2230,32.2%,34.8,vinimos,84.8%
2231,32.2%,31.6,traen,84.8%
2232,32.2%,30.5,ánimo,84.8%
2233,32.2%,30.2,invitados,84.8%
2234,32.2%,28.6,chiquito,84.8%
2235,32.2%,27.9,sucede,84.8%
2236,32.2%,26.5,guardar,84.8%
2237,32.2%,25.8,corresponde,84.8%
2238,32.2%,25.4,elegante,84.8%
2239,32.2%,24.9,supo,84.8%
2240,32.2%,22.5,películas,84.8%
2241,32.2%,22.0,canta,84.8%
2242,32.2%,22.0,visitas,84.8%
2243,32.2%,21.8,tendré,84.8%
2244,32.2%,20.9,daría,84.8%
2245,32.2%,20.7,calla,84.8%
2246,32.2%,20.4,entramos,84.8%
2247,32.2%,19.9,dejarme,84.8%
2248,32.2%,19.1,entienden,84.8%
2249,32.2%,18.8,precioso,84.8%
2250,32.2%,17.4,abrió,84.8%
2251,32.2%,16.2,ambos,84.8%
2252,32.2%,16.2,fatal,84.8%
2253,32.2%,15.1,posibilidades,84.8%
2254,32.2%,14.8,miro,84.8%
2255,32.2%,13.2,doce,84.8%
2256,32.2%,12.5,nacido,84.8%
2257,31.9%,61.2,maldita,84.9%
2258,31.9%,54.0,propuesta,84.9%
2259,31.9%,52.0,enamorada,84.9%
2260,31.9%,45.9,rosa,84.9%
2261,31.9%,37.3,europa,84.9%
2262,31.9%,34.4,despacho,84.9%
2263,31.9%,34.1,legal,84.9%
2264,31.9%,32.5,tarea,84.9%
2265,31.9%,32.0,herida,84.9%
2266,31.9%,30.4,crimen,84.9%
2267,31.9%,29.1,tienda,84.9%
2268,31.9%,28.9,cadáver,84.9%
2269,31.9%,25.7,necesites,84.9%
2270,31.9%,25.6,emergencia,84.9%
2271,31.9%,24.8,disculpen,84.9%
2272,31.9%,24.7,crear,84.9%
2273,31.9%,24.7,dejando,84.9%
2274,31.9%,22.2,pagan,84.9%
2275,31.9%,22.1,esperas,84.9%
2276,31.9%,20.2,saqué,84.9%
2277,31.9%,19.7,nací,84.9%
2278,31.9%,19.7,tocado,84.9%
2279,31.9%,19.4,despertar,84.9%
2280,31.9%,19.4,preguntó,84.9%
2281,31.9%,19.1,recibido,84.9%
2282,31.9%,18.7,cuentes,84.9%
2283,31.9%,18.3,tuyos,84.9%
2284,31.9%,17.4,aun,84.9%
2285,31.9%,16.3,pedimos,84.9%
2286,31.9%,16.1,date,84.9%
2287,31.9%,15.4,gritos,84.9%
2288,31.9%,15.3,nariz,84.9%
2289,31.9%,15.1,mandan,84.9%
2290,31.9%,14.9,encuentras,84.9%
2291,31.9%,14.3,comido,84.9%
2292,31.9%,14.2,rompió,84.9%
2293,31.9%,12.6,primeras,84.9%
2294,31.9%,11.5,pequeños,84.9%
2295,31.9%,10.3,ponía,84.9%
2296,31.6%,52.4,andas,84.9%
2297,31.6%,52.3,amante,85.0%
2298,31.6%,42.3,bella,85.0%
2299,31.6%,39.1,enemigo,85.0%
2300,31.6%,38.5,lograr,85.0%
2301,31.6%,38.4,paciente,85.0%
2302,31.6%,31.4,gorda,85.0%
2303,31.6%,30.9,tranquilízate,85.0%
2304,31.6%,29.7,baje,85.0%
2305,31.6%,29.7,repito,85.0%
2306,31.6%,28.0,genio,85.0%
2307,31.6%,27.9,desapareció,85.0%
2308,31.6%,27.2,civil,85.0%
2309,31.6%,26.9,explicaciones,85.0%
2310,31.6%,26.3,acompañe,85.0%
2311,31.6%,24.5,consiguió,85.0%
2312,31.6%,24.3,echó,85.0%
2313,31.6%,24.0,despedida,85.0%
2314,31.6%,23.6,esperen,85.0%
2315,31.6%,23.0,viera,85.0%
2316,31.6%,22.1,preparada,85.0%
2317,31.6%,21.9,difíciles,85.0%
2318,31.6%,21.9,lujo,85.0%
2319,31.6%,21.5,pata,85.0%
2320,31.6%,21.2,verlos,85.0%
2321,31.6%,20.2,remedio,85.0%
2322,31.6%,19.7,escondido,85.0%
2323,31.6%,19.7,pasara,85.0%
2324,31.6%,19.2,trabajas,85.0%
2325,31.6%,18.9,tendríamos,85.0%
2326,31.6%,18.6,haremos,85.0%
2327,31.6%,18.1,sentar,85.0%
2328,31.6%,17.9,aplauso,85.0%
2329,31.6%,16.5,diré,85.0%
2330,31.6%,16.3,perdida,85.0%
2331,31.6%,16.1,podrás,85.0%
2332,31.6%,15.9,ritmo,85.0%
2333,31.6%,14.8,aires,85.0%
2334,31.6%,13.2,viernes,85.0%
2335,31.4%,181.8,miguel,85.1%
2336,31.4%,176.3,sos,85.1%
2337,31.4%,93.0,jefa,85.1%
2338,31.4%,51.9,ama,85.1%
2339,31.4%,51.4,prima,85.1%
2340,31.4%,39.3,andan,85.1%
2341,31.4%,35.5,capital,85.1%
2342,31.4%,35.1,acuérdate,85.1%
2343,31.4%,34.1,negar,85.1%
2344,31.4%,33.5,cuidando,85.1%
2345,31.4%,27.4,enterado,85.1%
2346,31.4%,26.8,pásame,85.1%
2347,31.4%,25.6,patas,85.1%
2348,31.4%,25.3,volviste,85.1%
2349,31.4%,24.3,sigamos,85.1%
2350,31.4%,23.9,pongan,85.1%
2351,31.4%,23.8,soltar,85.1%
2352,31.4%,23.7,comunicación,85.1%
2353,31.4%,23.5,paro,85.1%
2354,31.4%,22.9,invitado,85.1%
2355,31.4%,22.0,bola,85.1%
2356,31.4%,21.1,números,85.1%
2357,31.4%,20.4,desaparecido,85.1%
2358,31.4%,20.3,pollo,85.1%
2359,31.4%,20.0,ocurrir,85.2%
2360,31.4%,19.3,estrellas,85.2%
2361,31.4%,19.1,acordar,85.2%
2362,31.4%,18.3,probable,85.2%
2363,31.4%,15.8,viniendo,85.2%
2364,31.4%,14.5,construir,85.2%
2365,31.4%,13.3,comienza,85.2%
2366,31.1%,128.9,agente,85.2%
2367,31.1%,92.0,boda,85.2%
2368,31.1%,85.1,ja,85.2%
2369,31.1%,56.2,oigan,85.2%
2370,31.1%,49.0,créeme,85.2%
2371,31.1%,46.2,madrid,85.2%
2372,31.1%,35.6,visitar,85.2%
2373,31.1%,35.6,acepto,85.2%
2374,31.1%,34.3,matan,85.2%
2375,31.1%,33.6,investigar,85.2%
2376,31.1%,32.2,verá,85.2%
2377,31.1%,31.6,protección,85.2%
2378,31.1%,30.3,besos,85.2%
2379,31.1%,29.4,respetar,85.2%
2380,31.1%,28.3,pagando,85.2%
2381,31.1%,28.2,chino,85.2%
2382,31.1%,27.7,sentimientos,85.2%
2383,31.1%,27.3,mereces,85.2%
2384,31.1%,26.8,sepan,85.2%
2385,31.1%,26.1,sueldo,85.2%
2386,31.1%,26.1,ciento,85.3%
2387,31.1%,26.1,escuche,85.3%
2388,31.1%,25.5,oferta,85.3%
2389,31.1%,25.3,verdadera,85.3%
2390,31.1%,25.2,preguntarle,85.3%
2391,31.1%,24.8,descansa,85.3%
2392,31.1%,22.6,encantan,85.3%
2393,31.1%,21.5,esconder,85.3%
2394,31.1%,21.2,salgas,85.3%
2395,31.1%,21.0,estudios,85.3%
2396,31.1%,20.9,decide,85.3%
2397,31.1%,20.0,escena,85.3%
2398,31.1%,19.7,echo,85.3%
2399,31.1%,19.4,curso,85.3%
2400,31.1%,18.8,hacías,85.3%
2401,31.1%,18.6,central,85.3%
2402,31.1%,18.3,ocurrido,85.3%
2403,31.1%,18.3,responde,85.3%
2404,31.1%,18.1,descanso,85.3%
2405,31.1%,17.5,míralo,85.3%
2406,31.1%,16.2,convertido,85.3%
2407,31.1%,16.1,estaríamos,85.3%
2408,31.1%,15.4,inútil,85.3%
2409,31.1%,14.2,decidimos,85.3%
2410,31.1%,13.6,empiezan,85.3%
2411,31.1%,11.8,subiendo,85.3%
2412,30.9%,219.7,pablo,85.3%
2413,30.9%,61.0,princesa,85.3%
2414,30.9%,44.9,barco,85.3%
2415,30.9%,31.2,ayudes,85.3%
2416,30.9%,31.2,investigando,85.3%
2417,30.9%,30.8,estúpido,85.3%
2418,30.9%,30.3,salgan,85.3%
2419,30.9%,30.1,buscarla,85.3%
2420,30.9%,29.4,montar,85.4%
2421,30.9%,28.0,arrepentir,85.4%
2422,30.9%,27.3,sigas,85.4%
2423,30.9%,27.3,haberme,85.4%
2424,30.9%,26.0,aguanto,85.4%
2425,30.9%,25.5,mentiroso,85.4%
2426,30.9%,25.3,organizar,85.4%
2427,30.9%,23.8,personaje,85.4%
2428,30.9%,23.1,encantada,85.4%
2429,30.9%,22.9,alcanza,85.4%
2430,30.9%,22.9,pensaste,85.4%
2431,30.9%,22.7,caballeros,85.4%
2432,30.9%,22.7,muriendo,85.4%
2433,30.9%,22.1,dirá,85.4%
2434,30.9%,21.6,tratamiento,85.4%
2435,30.9%,21.4,diera,85.4%
2436,30.9%,21.0,magia,85.4%
2437,30.9%,20.6,tenerlo,85.4%
2438,30.9%,19.8,paquete,85.4%
2439,30.9%,19.0,ocasión,85.4%
2440,30.9%,18.5,sacaron,85.4%
2441,30.9%,18.5,techo,85.4%
2442,30.9%,18.3,plato,85.4%
2443,30.9%,18.1,profundo,85.4%
2444,30.9%,18.1,abro,85.4%
2445,30.9%,18.0,imágenes,85.4%
2446,30.9%,17.5,olor,85.4%
2447,30.9%,17.5,trabajado,85.4%
2448,30.9%,17.2,traía,85.4%
2449,30.9%,16.8,acabado,85.4%
2450,30.9%,16.3,cincuenta,85.4%
2451,30.9%,16.0,original,85.4%
2452,30.9%,16.0,mejorar,85.4%
2453,30.9%,15.7,entré,85.4%
2454,30.9%,15.5,llevé,85.4%
2455,30.9%,14.5,decías,85.4%
2456,30.9%,14.2,fila,85.4%
2457,30.9%,12.8,intenta,85.4%
2458,30.9%,11.8,aquellos,85.4%
2459,30.9%,9.7,distintos,85.4%
2460,30.6%,85.8,video,85.4%
2461,30.6%,85.4,oíste,85.4%
2462,30.6%,60.1,perra,85.5%
2463,30.6%,44.0,política,85.5%
2464,30.6%,38.9,sexo,85.5%
2465,30.6%,34.7,relájate,85.5%
2466,30.6%,28.6,redes,85.5%
2467,30.6%,28.5,horror,85.5%
2468,30.6%,27.2,echando,85.5%
2469,30.6%,26.9,metiste,85.5%
2470,30.6%,25.3,paseo,85.5%
2471,30.6%,24.9,macho,85.5%
2472,30.6%,23.8,salvó,85.5%
2473,30.6%,23.4,vivos,85.5%
2474,30.6%,22.2,pensó,85.5%
2475,30.6%,21.2,metes,85.5%
2476,30.6%,21.1,pudieron,85.5%
2477,30.6%,20.9,reloj,85.5%
2478,30.6%,20.3,acceso,85.5%
2479,30.6%,19.9,registro,85.5%
2480,30.6%,19.6,copia,85.5%
2481,30.6%,19.0,trajeron,85.5%
2482,30.6%,17.3,bailando,85.5%
2483,30.6%,17.0,impresión,85.5%
2484,30.6%,17.0,buscas,85.5%
2485,30.6%,16.7,estarás,85.5%
2486,30.6%,15.4,favorito,85.5%
2487,30.6%,14.7,entrado,85.5%
2488,30.6%,11.5,cerrada,85.5%
2489,30.3%,153.7,pendejo,85.5%
2490,30.3%,50.1,siéntese,85.5%
2491,30.3%,40.7,drogas,85.5%
2492,30.3%,39.8,armar,85.5%
2493,30.3%,39.8,show,85.5%
2494,30.3%,36.4,abogados,85.5%
2495,30.3%,36.3,pendientes,85.6%
2496,30.3%,34.0,maté,85.6%
2497,30.3%,33.9,maleta,85.6%
2498,30.3%,32.0,cobrar,85.6%
2499,30.3%,29.8,caballo,85.6%
2500,30.3%,29.5,dispuesta,85.6%
2501,30.3%,28.7,escuchó,85.6%
2502,30.3%,27.7,prisión,85.6%
2503,30.3%,26.5,harta,85.6%
2504,30.3%,25.6,equivoqué,85.6%
2505,30.3%,24.8,cura,85.6%
2506,30.3%,24.2,sucedió,85.6%
2507,30.3%,23.7,brindar,85.6%
2508,30.3%,23.3,bonitas,85.6%
2509,30.3%,22.1,dormida,85.6%
2510,30.3%,21.5,ofrecer,85.6%
2511,30.3%,20.0,camina,85.6%
2512,30.3%,19.7,debido,85.6%
2513,30.3%,19.4,compró,85.6%
2514,30.3%,19.4,creemos,85.6%
2515,30.3%,19.1,completa,85.6%
2516,30.3%,18.9,empecemos,85.6%
2517,30.3%,18.3,cambiando,85.6%
2518,30.3%,18.3,palo,85.6%
2519,30.3%,16.8,esperan,85.6%
2520,30.3%,15.8,ricos,85.6%
2521,30.3%,15.6,sabían,85.6%
2522,30.3%,14.6,volvamos,85.6%
2523,30.3%,12.7,recibe,85.6%
2524,30.1%,111.1,pedo,85.6%
2525,30.1%,43.9,cuídate,85.6%
2526,30.1%,43.5,asuntos,85.6%
2527,30.1%,39.5,cojones,85.6%
2528,30.1%,35.6,vosotros,85.6%
2529,30.1%,34.8,moda,85.6%
2530,30.1%,33.4,imaginé,85.6%
2531,30.1%,32.7,debí,85.7%
2532,30.1%,30.2,váyanse,85.7%
2533,30.1%,28.8,mande,85.7%
2534,30.1%,28.2,jodido,85.7%
2535,30.1%,27.1,meterse,85.7%
2536,30.1%,26.6,pública,85.7%
2537,30.1%,24.9,pida,85.7%
2538,30.1%,23.8,conciencia,85.7%
2539,30.1%,21.7,personales,85.7%
2540,30.1%,21.3,oí,85.7%
2541,30.1%,21.3,sincero,85.7%
2542,30.1%,20.8,propias,85.7%
2543,30.1%,20.7,pasaste,85.7%
2544,30.1%,20.0,aburrido,85.7%
2545,30.1%,19.9,empiece,85.7%
2546,30.1%,19.8,hubiéramos,85.7%
2547,30.1%,19.6,héroe,85.7%
2548,30.1%,19.5,dignidad,85.7%
2549,30.1%,19.5,perdiste,85.7%
2550,30.1%,19.0,complicada,85.7%
2551,30.1%,18.1,contentos,85.7%
2552,30.1%,17.1,llevarlo,85.7%
2553,30.1%,16.9,consigue,85.7%
2554,30.1%,16.3,colores,85.7%
2555,30.1%,15.8,aprendido,85.7%
2556,30.1%,15.1,oportunidades,85.7%
2557,30.1%,14.8,parada,85.7%
2558,30.1%,10.9,empezado,85.7%
2559,30.1%,10.1,llegaba,85.7%
2560,29.8%,205.3,tenés,85.7%
2561,29.8%,111.6,manuel,85.7%
2562,29.8%,110.2,antonio,85.8%
2563,29.8%,69.6,dígale,85.8%
2564,29.8%,69.3,ejército,85.8%
2565,29.8%,47.2,muchacha,85.8%
2566,29.8%,44.7,encargar,85.8%
2567,29.8%,44.0,viejas,85.8%
2568,29.8%,38.3,invitación,85.8%
2569,29.8%,37.7,discúlpame,85.8%
2570,29.8%,34.1,preso,85.8%
2571,29.8%,33.3,bala,85.8%
2572,29.8%,30.6,mate,85.8%
2573,29.8%,30.4,debió,85.8%
2574,29.8%,30.0,anillo,85.8%
2575,29.8%,29.6,moto,85.8%
2576,29.8%,28.9,ofrece,85.8%
2577,29.8%,28.0,ocupada,85.8%
2578,29.8%,26.7,prometí,85.8%
2579,29.8%,26.4,pastillas,85.8%
2580,29.8%,25.2,testigos,85.8%
2581,29.8%,24.7,invitó,85.8%
2582,29.8%,24.6,lleven,85.8%
2583,29.8%,23.9,saliste,85.8%
2584,29.8%,23.7,cabe,85.8%
2585,29.8%,23.6,quedes,85.8%
2586,29.8%,22.9,acciones,85.8%
2587,29.8%,22.6,estuvieron,85.8%
2588,29.8%,22.3,meterme,85.8%
2589,29.8%,22.3,privada,85.8%
2590,29.8%,21.8,meterte,85.8%
2591,29.8%,21.4,encargado,85.8%
2592,29.8%,19.9,callado,85.8%
2593,29.8%,19.8,volando,85.8%
2594,29.8%,19.5,contaste,85.9%
2595,29.8%,19.0,vende,85.9%
2596,29.8%,18.9,países,85.9%
2597,29.8%,17.0,harías,85.9%
2598,29.8%,16.8,convertir,85.9%
2599,29.8%,16.8,prefieres,85.9%
2600,29.8%,16.7,pelota,85.9%
2601,29.8%,15.6,siguió,85.9%
2602,29.8%,15.2,sobrevivir,85.9%
2603,29.8%,15.2,pesada,85.9%
2604,29.8%,14.8,paredes,85.9%
2605,29.8%,14.6,quince,85.9%
2606,29.8%,14.4,sábado,85.9%
2607,29.8%,13.9,conocimos,85.9%
2608,29.8%,13.8,venías,85.9%
2609,29.8%,12.7,vendría,85.9%
2610,29.8%,12.7,pérdida,85.9%
2611,29.8%,12.5,reconoce,85.9%
2612,29.8%,12.0,u,85.9%
2613,29.8%,11.2,viento,85.9%
2614,29.8%,10.8,arranca,85.9%
2615,29.5%,65.3,hijas,85.9%
2616,29.5%,41.4,divina,85.9%
2617,29.5%,41.2,fea,85.9%
2618,29.5%,40.4,deme,85.9%
2619,29.5%,39.5,organización,85.9%
2620,29.5%,39.5,secretaria,85.9%
2621,29.5%,33.2,quieta,85.9%
2622,29.5%,32.1,escapó,85.9%
2623,29.5%,31.4,rabia,85.9%
2624,29.5%,30.4,estrategia,85.9%
2625,29.5%,26.2,parque,85.9%
2626,29.5%,26.2,ganó,85.9%
2627,29.5%,25.5,matando,85.9%
2628,29.5%,24.7,metieron,85.9%
2629,29.5%,24.3,desayunar,85.9%
2630,29.5%,21.9,deber,85.9%
2631,29.5%,21.5,tomes,85.9%
2632,29.5%,21.5,servicios,85.9%
2633,29.5%,21.4,amenaza,85.9%
2634,29.5%,20.8,contarte,85.9%
2635,29.5%,19.9,tranquilidad,85.9%
2636,29.5%,19.4,sorprende,85.9%
2637,29.5%,18.8,ganando,85.9%
2638,29.5%,18.7,sirvo,86.0%
2639,29.5%,17.9,meten,86.0%
2640,29.5%,17.4,engañar,86.0%
2641,29.5%,16.3,callar,86.0%
2642,29.5%,14.9,gano,86.0%
2643,29.5%,14.1,capacidad,86.0%
2644,29.5%,13.9,polvo,86.0%
2645,29.5%,12.7,piden,86.0%
2646,29.5%,12.7,tercer,86.0%
2647,29.5%,12.0,nacer,86.0%
2648,29.5%,11.9,curioso,86.0%
2649,29.5%,9.7,dejaba,86.0%
2650,29.3%,55.7,desgraciado,86.0%
2651,29.3%,54.3,socio,86.0%
2652,29.3%,54.0,reyes,86.0%
2653,29.3%,47.9,decís,86.0%
2654,29.3%,30.1,esperemos,86.0%
2655,29.3%,29.8,casada,86.0%
2656,29.3%,23.1,cargar,86.0%
2657,29.3%,22.0,salón,86.0%
2658,29.3%,20.4,vecino,86.0%
2659,29.3%,20.2,misterio,86.0%
2660,29.3%,19.1,empieces,86.0%
2661,29.3%,18.4,letra,86.0%
2662,29.3%,18.3,cierre,86.0%
2663,29.3%,17.7,sacas,86.0%
2664,29.3%,17.6,reconozco,86.0%
2665,29.3%,17.3,acompaña,86.0%
2666,29.3%,16.7,capaces,86.0%
2667,29.3%,16.7,terreno,86.0%
2668,29.3%,15.7,seré,86.0%
2669,29.3%,14.9,brillante,86.0%
2670,29.3%,14.8,cierta,86.0%
2671,29.3%,14.8,probablemente,86.0%
2672,29.3%,14.7,confirmar,86.0%
2673,29.3%,14.6,tocando,86.0%
2674,29.3%,14.5,llamen,86.0%
2675,29.3%,14.0,irá,86.0%
2676,29.3%,13.4,medida,86.0%
2677,29.3%,13.0,hielo,86.0%
2678,29.3%,11.6,leí,86.0%
2679,29.3%,10.5,tercero,86.0%
2680,29.0%,43.5,enemigos,86.0%
2681,29.0%,36.0,policías,86.0%
2682,29.0%,32.9,york,86.0%
2683,29.0%,32.3,cruz,86.0%
2684,29.0%,31.9,artista,86.0%
2685,29.0%,30.9,contactos,86.1%
2686,29.0%,28.6,pague,86.1%
2687,29.0%,27.9,grabar,86.1%
2688,29.0%,27.8,piénsalo,86.1%
2689,29.0%,27.2,coma,86.1%
2690,29.0%,25.4,renunciar,86.1%
2691,29.0%,22.9,rollo,86.1%
2692,29.0%,21.1,curiosidad,86.1%
2693,29.0%,20.9,propios,86.1%
2694,29.0%,20.5,ganamos,86.1%
2695,29.0%,20.2,risa,86.1%
2696,29.0%,19.9,cuánta,86.1%
2697,29.0%,19.6,falsa,86.1%
2698,29.0%,19.5,gané,86.1%
2699,29.0%,19.5,perfil,86.1%
2700,29.0%,18.7,circunstancias,86.1%
2701,29.0%,18.4,conocerte,86.1%
2702,29.0%,18.4,cruzar,86.1%
2703,29.0%,17.7,red,86.1%
2704,29.0%,17.5,presentó,86.1%
2705,29.0%,17.2,tómate,86.1%
2706,29.0%,16.8,pides,86.1%
2707,29.0%,16.0,recursos,86.1%
2708,29.0%,15.5,compro,86.1%
2709,29.0%,14.9,sentimiento,86.1%
2710,29.0%,13.5,moral,86.1%
2711,29.0%,13.4,llegada,86.1%
2712,29.0%,12.4,vendrá,86.1%
2713,29.0%,12.3,particular,86.1%
2714,29.0%,11.5,presenta,86.1%
2715,29.0%,11.3,pánico,86.1%
2716,28.7%,88.6,chau,86.1%
2717,28.7%,35.9,rata,86.1%
2718,28.7%,35.8,jodas,86.1%
2719,28.7%,34.5,venganza,86.1%
